customer_nk,churn_group,reactivated,total_sales,margin
15b3afd9-5170-4d33-9fdd-7f437fce9ac6,Binary Uplift - BNLX_ChurnP_10_test_export.csv,0,0,0
15c6a738-4e6d-4201-ba24-e8af1fef64c5,Binary Uplift - BNLX_ChurnP_10_test_export.csv,0,0,0
15dec642-67ae-4565-b3bc-122c39e1dc8e,Binary Uplift - BNLX_ChurnP_10_test_export.csv,0,0,0
15ed45a9-05be-4cd8-96f2-6d5606d752bd,Binary Uplift - BNLX_ChurnP_10_test_export.csv,0,0,0
161fcf01-cb73-43e8-9425-4498e26d6660,Binary Uplift - BNLX_ChurnP_10_test_export.csv,0,0,0
16386a7c-bfe5-4fe3-9a7b-4ebab7a6ee88,Binary Uplift - BNLX_ChurnP_10_test_export.csv,0,0,0
166dce42-cba8-4af9-b974-731ab1de5ed8,Binary Uplift - BNLX_ChurnP_10_test_export.csv,0,0,0
16787287-0c9c-4d5c-b384-e716c20d652f,Binary Uplift - BNLX_ChurnP_10_test_export.csv,0,0,0
16798a14-f5d1-47c5-95a2-603cb42d7510,Binary Uplift - BNLX_ChurnP_10_test_export.csv,0,0,0
16bcf85a-aa18-4e53-961b-136b0c6fc43e,Binary Uplift - BNLX_ChurnP_10_test_export.csv,0,0,0
16f0f96f-9da0-4ab9-8a11-c9cccbb6ff2e,Binary Uplift - BNLX_ChurnP_10_test_export.csv,0,0,0
16f71e3f-455c-4deb-8ada-089516e5ecfd,Binary Uplift - BNLX_ChurnP_10_test_export.csv,0,0,0
16fb98fa-1cea-465c-a3a8-921467d5d78b,Binary Uplift - BNLX_ChurnP_10_test_export.csv,0,0,0
1767bad0-d9bc-4e45-9b4b-75d67c0dde19,Binary Uplift - BNLX_ChurnP_10_test_export.csv,0,0,0
177b5d2e-e6d0-41b7-861b-4e635ac2366b,Binary Uplift - BNLX_ChurnP_10_test_export.csv,0,0,0
17ad663e-d002-4084-9328-fa7513acb288,Binary Uplift - BNLX_ChurnP_10_test_export.csv,0,0,0
17c9dfca-6bba-4dca-a6cb-96131c2d8a0c,Binary Uplift - BNLX_ChurnP_10_test_export.csv,0,0,0
17d8b20d-84f4-48c2-9aec-8a382923cf30,Binary Uplift - BNLX_ChurnP_10_test_export.csv,0,0,0
17e2a96c-ca39-4f40-86b4-52a0a28ab33a,Binary Uplift - BNLX_ChurnP_10_test_export.csv,0,0,0
17f89f81-1cb7-4a79-a872-0adb39275c77,Binary Uplift - BNLX_ChurnP_10_test_export.csv,0,0,0
1805a95a-9d01-4cbf-aeef-f287a5097385,Binary Uplift - BNLX_ChurnP_10_test_export.csv,0,0,0
180b8134-8e0d-4e06-8dc5-938e784246d3,Binary Uplift - BNLX_ChurnP_10_test_export.csv,0,0,0
1811108d-dee5-4ec4-96db-136c9c540f86,Binary Uplift - BNLX_ChurnP_10_test_export.csv,0,0,0
